Namespace,Location,Name,Type,Source
DR1,003c19b4,hs_result_hi_limit_time_get,Function,Analysis
DR1,004453dc,hs_trial_status_reset2,Function,Analysis
DR1,003a2e14,hs_camera_fov_set,Function,Analysis
DR1,003aa9a8,hs_charamodel_color_check,Function,Analysis
DR1,004101dc,hs_tansaku_dataload_get_addr,Function,Analysis
DR1,00428b18,hs_pb_map_close_update,Function,Analysis
DR1,0039fa38,hs_briefing_close,Function,Analysis
DR1,462790,Dr1_survival_ui_collect_get_result,Function,Analysis
DR1,0041034c,hs_texdata_load,Function,Analysis
DR1,003c2d30,hs_result_phase_score_rank_get,Function,Analysis
DR1,0044b948,hs_trial_giron_window_init,Function,Analysis
DR1,404718,hs_sound_se_voice_fileno_get,Function,Analysis
DR1,003f1734,hs_script_pokemap_jmp_mapno,Function,Analysis
DR1,411674,hs_trophy_flag,Function,Analysis
DR1,00445c90,hs_trial_save_memory_get_no,Function,Analysis
DR1,00469aac,dr1_survival_ui_setup_ticket,Function,Analysis
DR1,0040a088,hs_tansaku_start,Function,Analysis
DR1,0043ccc0,hs_trial_camera_chara_init,Function,Analysis
DR1,003b75bc,hs_light_main_set,Function,Analysis
DR1,004538a0,hs_trial_mtb_ui_fiver_end,Function,Analysis
DR1,004571b4,hs_trial_nicotext_close,Function,Analysis
DR1,003cedc4,hs_screen_tansaku_target_icon_pos_set,Function,Analysis
DR1,0039bbd8,hs_bgmodel_overlay_color_off,Function,Analysis
DR1,453464,hs_trial_mtb_ui_cutin,Function,Analysis
DR1,433758,hs_trial_anagram_text_init,Function,Analysis
DR1,438294,hs_trial_bullet_vib_hit_set,Function,Analysis
DR1,003a2f64,hs_camera_control,Function,Analysis
DR1,003b47d4,hs_kotodama_end_check,Function,Analysis
DR1,003d88c8,hs_script_isGenocider,Function,Analysis
DR1,00403c64,hs_sound_se_each_release,Function,Analysis
DR1,003a55f0,hs_char2d_move_chk,Function,Analysis
DR1,0044f2d4,hs_trial_mtb_text_bomb_start,Function,Analysis
DR1,0044a738,hs_trial_gage_data_set,Function,Analysis
DR1,003ce63c,hs_screen_tansaku_data_free,Function,Analysis
DR1,003c2010,hs_result_hit_score_get,Function,Analysis
DR1,0042f264,hs_pb_option_draw,Function,Analysis
DR1,003d0388,hs_script_ctr_reset,Function,Analysis
DR1,004271cc,hs_pb_loading_update,Function,Analysis
DR1,445554,hs_trial_script_ret_order_no,Function,Analysis
DR1,004182f0,Dr1_Survival_GetExpTableCleaningParam,Function,Analysis
DR1,0041a63c,hs_pb_common_csr_color_sys_get,Function,Analysis
DR1,00418e88,DR1_Survival_ShowCurtain,Function,Analysis
DR1,003c2ed0,hs_result_hi_chapter_score_get,Function,Analysis
DR1,003a70c0,hs_charamodel_disp_set,Function,Analysis
DR1,004259b4,hs_pb_kotodama_num_get,Function,Analysis
DR1,004357d0,hs_trial_anagram_text_target_pos,Function,Analysis
DR1,003c19dc,hs_result_rest_time_get,Function,Analysis
DR1,0045adbc,hs_trial_vibe_init,Function,Analysis
DR1,00428bb4,hs_pb_map_update,Function,Analysis
DR1,448128,hs_trial_criminal_control,Function,Analysis
DR1,003a4058,hs_char2d_nextload,Function,Analysis
DR1,419200,hs_pb_backlog_open_init,Function,Analysis
DR1,003a2c94,hs_camera_pos_set,Function,Analysis
DR1,407184,hs_system_guide_fla_close,Function,Analysis
DR1,00422a54,hs_pb_kotodama_change_init,Function,Analysis
DR1,0046949c,dr1_survival_ui_get_old_state,Function,Analysis
DR1,004452e4,hs_trial_giron_new_flag,Function,Analysis
DR1,003a83e4,hs_charamodel_selectanime_all_close,Function,Analysis
DR1,406668,hs_system_guide_fla_resource_load_update,Function,Analysis
DR1,0040fc2c,hs_tansaku_release_select,Function,Analysis
DR1,00407fec,hs_system_guide_update_frame,Function,Analysis
DR1,003ce018,hs_screen_time_close,Function,Analysis
DR1,00437cd8,hs_trial_bullet_data_set,Function,Analysis
DR1,003d7a80,hs_script_nextload,Function,Analysis
DR1,446578,hs_trial_complete_free,Function,Analysis
DR1,0039ed78,hs_bgmodel_nextload,Function,Analysis
DR1,00403ef0,hs_sound_se_load_check,Function,Analysis
DR1,410618,hs_top_menu_exec,Function,Analysis
DR1,0044aa58,hs_trial_gage_num_set,Function,Analysis
DR1,003c34bc,hs_result_phase_init,Function,Analysis
DR1,0042f7ec,hs_pb_option_get_tpage_arrow_icn,Function,Analysis
DR1,422530,hs_pb_item_icn_is_loaded_at,Function,Analysis
DR1,00403ef4,hs_sound_se_resident_load,Function,Analysis
DR1,0041bec0,hs_pb_common_cursor_update,Function,Analysis
DR1,004061cc,hs_system_guide_resource_load_update,Function,Analysis
DR1,003c7344,hs_savedata_backup,Function,Analysis
DR1,004206c8,hs_pb_item_details_cancel_update,Function,Analysis
DR1,00411e84,hs_ui_font_all_clear,Function,Analysis
DR1,004116a0,hs_trophy_trial_init,Function,Analysis
DR1,0041de34,hs_pb_common_arrow_icon_init,Function,Analysis
DR1,00467e0c,dr1_survival_ui_item_list_get_question,Function,Analysis
DR1,004634e0,dr1_survival_ui_item_create_simple_start_flg,Function,Analysis
DR1,0039ab34,hs_bg2d_setTexNo,Function,Analysis
DR1,00449cf0,hs_trial_effect_data_set,Function,Analysis
DR1,0044d594,hs_trial_mtb_stage_data_set,Function,Analysis
DR1,0044aa38,hs_trial_gage_type_set,Function,Analysis
DR1,003cede0,hs_screen_tansaku_target_icon_close,Function,Analysis
DR1,453730,hs_trial_mtb_ui_bg_change,Function,Analysis
DR1,0041f0b0,hs_pb_item_open_update,Function,Analysis
DR1,0046a29c,dr1_survival_ui_flash_index,Function,Analysis
DR1,0040616c,hs_system_guide_resource_load,Function,Analysis
DR1,00411f44,hs_pb_common_font_all_disp_set,Function,Analysis
DR1,0044a230,hs_trial_effect_time_add_start,Function,Analysis
DR1,003cdf94,hs_screen_time_free,Function,Analysis
DR1,00412f2c,hs_system_guide_font_cno_get,Function,Analysis
DR1,00431bb0,hs_pb_report_details_font_set,Function,Analysis
DR1,003bb4c8,hs_objmodel_all_load_end_check,Function,Analysis
DR1,406818,hs_system_guide_fla_resource_release,Function,Analysis
DR1,004304f0,hs_pb_report_open_update,Function,Analysis
DR1,00448bcc,hs_trial_cursol_direct_pos_set,Function,Analysis
DR1,00448cb4,hs_trial_cursol_control,Function,Analysis
DR1,0040a8b8,hs_tansaku_ui_disp_set,Function,Analysis
DR1,404620,hs_sound_bgm_vol_set,Function,Analysis
DR1,004625b0,dr1_survival_ui_collect_release,Function,Analysis
DR1,003ce11c,hs_screen_tansaku_select,Function,Analysis
DR1,003bb50c,hs_objmodel_command_reset,Function,Analysis
DR1,003bae3c,hs_nowloading_info_end_check,Function,Analysis
DR1,0041fa70,hs_pb_item_list_in_update,Function,Analysis
DR1,003ce894,hs_screen_tansaku_shoot_play,Function,Analysis
DR1,404638,sound_bgm_state_get,Function,Analysis
DR1,0043777c,hs_trial_anagram_ui_textbox_max_set,Function,Analysis
DR1,0044bc50,hs_trial_giron_window_free,Function,Analysis
DR1,418378,Dr1_Survival_GetMaterialListParamNum,Function,Analysis
DR1,00444edc,hs_trial_chara_model_set,Function,Analysis
DR1,003a5fa4,hs_charamodel_change,Function,Analysis
DR1,004182b0,Dr1_Survival_GetOtherParam,Function,Analysis
DR1,0043813c,hs_trial_bullet_setup,Function,Analysis
DR1,0039ebf0,hs_bgmodel_shadow_disp,Function,Analysis
DR1,0044f4c8,hs_trial_mtb_text_area_check,Function,Analysis
DR1,003d9ec0,hs_script_ctr_flashdisp,Function,Analysis
DR1,003f3734,hs_script_set_help_flg,Function,Analysis
DR1,003c32bc,hs_result_upper_curve_get,Function,Analysis
DR1,00444ecc,hs_trial_bg_model_get,Function,Analysis
DR1,406898,hs_system_guide_fla_open,Function,Analysis
DR1,0039ed2c,hs_bgmodel_object_disp_set,Function,Analysis
DR1,00448bb0,hs_trial_cursol_pos_check,Function,Analysis
DR1,0041ec14,hs_pb_common_res_text_load_update,Function,Analysis
DR1,433928,hs_trial_anagram_text_control,Function,Analysis
DR1,003b7c3c,hs_monomono_exec,Function,Analysis
DR1,004584cc,hs_trial_normal_window_face_close,Function,Analysis
DR1,003ce95c,hs_screen_tansaku_camera_icon_set,Function,Analysis
DR1,00445b9c,hs_trial_pause,Function,Analysis
DR1,003fe660,hs_sequence_resource_release,Function,Analysis
DR1,004189d8,Dr1_Survival_NextDate,Function,Analysis
DR1,003b25dc,hs_climaxinfer_Disp,Function,Analysis
DR1,003ea63c,hs_saiban_ctr_main,Function,Analysis
DR1,004480ec,hs_trial_criminal_timeout,Function,Analysis
DR1,0044a304,hs_trial_effect_time_minus_start,Function,Analysis
DR1,00425a98,hs_pb_kotodama_list_close_update,Function,Analysis
DR1,004691fc,dr1_survival_ui_reset,Function,Analysis
DR1,458458,hs_trial_normal_window_start2,Function,Analysis
DR1,00437cc4,hs_trial_bullet_type_set,Function,Analysis
DR1,003c74c4,hs_savedata_IsOpenSurvival,Function,Analysis
DR1,00435a40,hs_trial_anagram_text_answer_max_get,Function,Analysis
DR1,003f3774,hs_sequence_exec,Function,Analysis
DR1,413650,hs_ui_cursor_update,Function,Analysis
DR1,00412fb0,hs_system_guide_font_all_clear,Function,Analysis
DR1,453744,hs_trial_mtb_ui_beat_set,Function,Analysis
DR1,004582a4,hs_trial_normal_window_free,Function,Analysis
DR1,405718,hs_system_dialog_Free,Function,Analysis
DR1,0041eaa8,hs_pb_common_resource_load,Function,Analysis
DR1,0041d980,hs_pb_common_LR_button_draw,Function,Analysis
DR1,0045a6d8,hs_trial_time_control,Function,Analysis
DR1,003c1b98,hs_result_speak_score_calc,Function,Analysis
DR1,00419b74,hs_backlog_init,Function,Analysis
DR1,00426b68,hs_pb_loading_open_init,Function,Analysis
DR1,003bc478,hs_objmodel_sv_hide_obj,Function,Analysis
DR1,00409b00,hs_tansaku_data_load_start,Function,Analysis
DR1,00418fd0,Dr1_Survival_Tansaku_IsDiable,Function,Analysis
DR1,003a6998,hs_charamodel_data_set,Function,Analysis
DR1,003fe7b8,hs_sequence_select_chapter_get,Function,Analysis
DR1,422338,hs_pb_item_is_known_item,Function,Analysis
DR1,004454f8,hs_trial_giron_fauled_end,Function,Analysis
DR1,0045ae1c,hs_trial_vibe_control,Function,Analysis
DR1,003d72b8,hs_script_fontset,Function,Analysis
DR1,418044,Dr1_Survival_GetItemCreateParam,Function,Analysis
DR1,003d8184,hs_script_ctr_update_scrdata,Function,Analysis
DR1,003d1438,hs_script_ctr_load,Function,Analysis
DR1,003c1a24,hs_result_rest_time_score_calc,Function,Analysis
DR1,004002a0,hs_sequence_smb_load,Function,Analysis
DR1,003bc518,hs_result_cptr_init,Function,Analysis
DR1,004041b4,hs_sound_se_replay_all,Function,Analysis
DR1,00411e2c,hs_ui_font_clear,Function,Analysis
DR1,004061d8,hs_system_guide_cmddata_create,Function,Analysis
DR1,435814,hs_trial_anagram_text_uv_get,Function,Analysis
DR1,003b47ec,hs_kotodama_refrection_set,Function,Analysis
DR1,00404ad4,hs_sound_visualizer_start,Function,Analysis
DR1,003c3280,hs_result_medal_get,Function,Analysis
DR1,003d2120,hs_script_ctr_convert_scriptno,Function,Analysis
DR1,003fe934,hs_sequence_res_load_extra_update,Function,Analysis
DR1,0041b190,hs_pb_common_plate_t_draw,Function,Analysis
DR1,004698e8,dr1_survival_ui_icon_type_get,Function,Analysis
DR1,003c7404,hs_savedata_init_New,Function,Analysis
DR1,0040aa34,hs_tansaku_door_move,Function,Analysis
DR1,0041ed2c,hs_pb_common_resouce_load_loop,Function,Analysis
DR1,446618,hs_trial_complete_end_check,Function,Analysis
DR1,004119d4,hs_ui_fla_load_update,Function,Analysis
DR1,0039f654,hs_briefing_resource_load_update,Function,Analysis
DR1,430530,hs_pb_report_close_update,Function,Analysis
DR1,003b7994,hs_mapdata_placedata_get,Function,Analysis
DR1,00455dcc,hs_trial_nicotext_hit,Function,Analysis
DR1,00411d6c,hs_ui_font_cno_clear,Function,Analysis
DR1,003d8100,hs_script_ctr_Map_Chk,Function,Analysis
DR1,003da1a4,hs_script_stop_set,Function,Analysis
DR1,0042710c,hs_pb_loading_close_update,Function,Analysis
DR1,004351b8,hs_trial_anagram_text_answer_set,Function,Analysis
DR1,003ce21c,hs_screen_tansaku_data_set_check,Function,Analysis
DR1,00445c44,hs_trial_save_memory_set,Function,Analysis
DR1,003f02fc,hs_script_mode_select_Pauseinit,Function,Analysis
DR1,0041e764,hs_pb_sysdlg_resource_load,Function,Analysis
DR1,417714,Dr1_Survival_GetClassTargetParam,Function,Analysis
DR1,003bc574,hs_result_cptr_open,Function,Analysis
DR1,00448bf0,hs_trial_cursol_pos_set,Function,Analysis
DR1,00404ab8,hs_sound_visualizer_on_inout,Function,Analysis
DR1,003bb478,hs_objmodel_load_end_check,Function,Analysis
DR1,0041f0f0,hs_pb_item_close_update,Function,Analysis
DR1,0041f380,hs_pb_item_update,Function,Analysis
DR1,0041f1a0,hs_pb_item_list_cancel_update,Function,Analysis
DR1,003a6840,hs_charamodel_pos_set,Function,Analysis
DR1,004480d0,hs_trial_criminal_ok,Function,Analysis
DR1,003bb998,hs_objmodel_anime_speed_set,Function,Analysis
DR1,003ed6fc,hs_result_chapter_ctr_main,Function,Analysis
DR1,003e9bac,hs_script_flash_Ctrl,Function,Analysis
DR1,003f0f94,SetGuidanceAnimation,Function,Analysis
DR1,003b81f4,hs_monomono_init,Function,Analysis
DR1,0042fdac,hs_pb_regulation_change_update,Function,Analysis
DR1,00444fcc,hs_trial_status_reset,Function,Analysis
DR1,0041f1c8,hs_pb_item_icn_interrupt,Function,Analysis
DR1,0041e538,hs_pb_common_open_frame_end_get,Function,Analysis
DR1,004584b4,hs_trial_normal_window_close,Function,Analysis
DR1,456560,hs_trial_nicotext_damage_get,Function,Analysis
DR1,003c7d40,hs_savedata_save_exec,Function,Analysis
DR1,00403af8,hs_skill_concent_check,Function,Analysis
DR1,453424,hs_trial_mtb_ui_bar_open,Function,Analysis
DR1,003b26c4,hs_climaxinfer_DispAnswer,Function,Analysis
DR1,0044aa28,hs_trial_gage_pos_set,Function,Analysis
DR1,004043b4,hs_sound_bgm_get,Function,Analysis
DR1,0042f820,hs_pb_regulation_open_init,Function,Analysis
DR1,404054,hs_sound_se_play2,Function,Analysis
DR1,004542a4,hs_trial_nicotext_vib_shoot,Function,Analysis
DR1,003a83c0,hs_charamodel_select_all_close,Function,Analysis
DR1,0040fdb0,hs_tansaku_dataload_end_check,Function,Analysis
DR1,003bc460,hs_objmodel_pal_addr_get,Function,Analysis
DR1,003bae2c,hs_nowloading_cmd_set,Function,Analysis
DR1,003c1288,hs_result_update_frame,Function,Analysis
DR1,0043c594,key_control_silencer,Function,Analysis
DR1,003ff6b0,hs_sequence_script_test_exec,Function,Analysis
DR1,00411cd8,hs_ui_fladata_free,Function,Analysis
DR1,003a287c,hs_briefing_get_mode,Function,Analysis
DR1,0040aa88,hs_tansaku_camera_move,Function,Analysis
DR1,0040a6b8,hs_tansaku_map_status,Function,Analysis
DR1,003e983c,hs_script_flash_End,Function,Analysis
DR1,00445a18,hs_trial_anagram_tip_reset,Function,Analysis
DR1,00404a74,hs_sound_se_voice_all_stop,Function,Analysis
DR1,450490,hs_trial_mtb_ui_init,Function,Analysis
DR1,0045ab08,hs_trial_title_out_start,Function,Analysis
DR1,00444eb4,hs_trial_bg_model_set,Function,Analysis
DR1,0039bab0,hs_bgmodel_load_end_check,Function,Analysis
DR1,0044fb94,hs_trial_mtb_text_damage_init,Function,Analysis
DR1,00412c24,hs_briefing_font_all_clear,Function,Analysis
DR1,0041e584,hs_pb_common_menu_desc_get,Function,Analysis
DR1,412608,hs_briefing_font_cno_clear,Function,Analysis
DR1,0041de44,hs_pb_common_arrow_icon_draw,Function,Analysis
DR1,413004,hs_ui_color_get,Function,Analysis
DR1,0041c9dc,hs_pb_main,Function,Analysis
DR1,003c32dc,hs_result_cursor_pos_get,Function,Analysis
DR1,003b7640,hs_light_sub_color_set,Function,Analysis
DR1,0042ce58,hs_pb_option_palette_backup,Function,Analysis
DR1,00435a08,hs_trial_anagram_text_answer_check,Function,Analysis
DR1,0041bf98,hs_pb_common_radar_update,Function,Analysis
DR1,0040685c,hs_system_guide_fla_init,Function,Analysis
DR1,435804,hs_trial_anagram_text_num_set,Function,Analysis
DR1,003b6914,hs_fonthit_end_check,Function,Analysis
DR1,003f0fc0,hs_script_pokemap_init,Function,Analysis
DR1,003ff654,hs_sequence_flash_play_end_wait,Function,Analysis
DR1,003da264,hs_script_ctr_adjust_mess,Function,Analysis
DR1,0041e204,hs_pb_common_list_num_draw,Function,Analysis
DR1,411840,hs_ui_fladata_load_update,Function,Analysis
DR1,420124,hs_pb_item_list_decide_sel_update,Function,Analysis
DR1,407444,hs_system_guide_fla_main,Function,Analysis
DR1,003c22b4,hs_result_ana_hit_score_get,Function,Analysis
DR1,0043e6e8,is_AnotherCapturePoint,Function,Analysis
DR1,0046a4e4,dr1_survival_ui_get_charno2dsp,Function,Analysis
DR1,422384,hs_pb_item_listMax_get,Function,Analysis
DR1,003d88e0,hs_script_isGenociderBase,Function,Analysis
DR1,003e9004,hs_script_flash_Nextload,Function,Analysis
DR1,0045c6a8,dr1_survival_title_update_fame,Function,Analysis
DR1,0042fef8,hs_pb_regulation_draw,Function,Analysis
DR1,0045a694,hs_trial_time_mode_set,Function,Analysis
DR1,00456bdc,hs_trial_nicotext_type_get,Function,Analysis
DR1,445480,hs_trial_giron_break_end,Function,Analysis
DR1,004131f4,hs_ui_fla_tex_change,Function,Analysis
DR1,0041d0e4,hs_pb_common_script_fontset,Function,Analysis
DR1,438078,hs_trial_bullet_startup,Function,Analysis
DR1,0041a3e4,hs_pb_system_dialogue,Function,Analysis
DR1,003cee58,hs_screen_tansaku_concentration_init,Function,Analysis
DR1,0044a0f4,hs_trial_effect_start,Function,Analysis
DR1,0044899c,hs_trial_cursol_init,Function,Analysis
DR1,003ceab0,hs_screen_tansaku_camera_dir_icon_set,Function,Analysis
DR1,0039f734,hs_briefing_init,Function,Analysis
DR1,003a80ac,hs_charamodel_all_fade_check,Function,Analysis
DR1,0041bcb8,hs_pb_common_msgplate_update_core,Function,Analysis
DR1,00454a94,hs_trial_nicotext_vib_shoot,Function,Analysis
DR1,0039ec58,hs_bgmodel_pal_group_get,Function,Analysis
DR1,00403cc4,hs_sound_se_load,Function,Analysis
DR1,003cea64,hs_screen_tansaku_stop_icon_close,Function,Analysis
DR1,004358b0,hs_trial_anagram_text_effect_start,Function,Analysis
DR1,0040141c,hs_sequence_res_load_laungage,Function,Analysis
DR1,0042251c,hs_pb_item_icn_loaded_set,Function,Analysis
DR1,00417f2c,Dr1_Survival_InitItem,Function,Analysis
DR1,0039eef0,hs_bgmodel_update_frame,Function,Analysis
DR1,003cabe8,hs_screen_disp_init,Function,Analysis
DR1,00444db4,hs_trial_free,Function,Analysis
DR1,004132a8,hs_ui_cursor_update_result_chapter,Function,Analysis
DR1,004010a8,hs_mode_diffchapt_select_out,Function,Analysis
DR1,00403b38,hs_skill_have_check,Function,Analysis
DR1,0045c930,dr1_survival_ui_action_select_event,Function,Analysis
DR1,003ffb64,hs_sequence_font_desc_set,Function,Analysis
DR1,446468,mode_effect_capture,Function,Analysis
DR1,00428ad8,hs_pb_map_open_update,Function,Analysis
DR1,004699fc,dr1_survival_ui_before_loading_start,Function,Analysis
DR1,448990,hs_trial_criminal_get_mode,Function,Analysis
DR1,0039fac0,hs_briefing_main,Function,Analysis
DR1,004041b0,hs_sound_se_stop_all,Function,Analysis
DR1,003a5800,hs_charamodel_load,Function,Analysis
DR1,0046a4ac,dr1_survival_ui_font_reset,Function,Analysis
DR1,003ce060,hs_screen_time_anime_end_check,Function,Analysis
DR1,004355c4,hs_trial_anagram_text_end,Function,Analysis
DR1,004378f4,hs_trial_anagram_ui_time_set,Function,Analysis
DR1,0045725c,hs_trial_nicotext_all_clese_start,Function,Analysis
DR1,00423b50,hs_pb_kotodama_details_in_update,Function,Analysis
DR1,004455a4,hs_trial_giron_talk_in,Function,Analysis
DR1,003ad2cc,hs_climaxinfer_init,Function,Analysis
DR1,0042e020,hs_pb_option_pageout_end,Function,Analysis
DR1,003c5b58,hs_free_save_icon,Function,Analysis
DR1,0045d66c,dr1_survival_ui_action_select_swap_reset,Function,Analysis
DR1,0045a518,hs_trial_time_init,Function,Analysis
DR1,003a2c64,hs_camera_control_set,Function,Analysis
DR1,00469c24,dr1_survival_ui_loading_check_only,Function,Analysis
DR1,00403b18,hs_skill_have_all,Function,Analysis
DR1,004454c8,hs_trial_giron_timeup_end,Function,Analysis
DR1,0044530c,hs_trial_giron_time_set,Function,Analysis
DR1,004489bc,hs_trial_cursol_data_set,Function,Analysis
DR1,0041c20c,hs_pb_common_scrollarrow_update_ag_null,Function,Analysis
DR1,003c824c,hs_savedata_Save_ScriptMode,Function,Analysis
DR1,426198,hs_pb_kotodama_icn_loaded_set,Function,Analysis
DR1,0041283c,hs_briefing_font_cno_get,Function,Analysis
DR1,00411ac8,hs_ui_textdata_load_update,Function,Analysis
DR1,003bc18c,hs_objmodel_camera_len_check,Function,Analysis
